Dataset,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
abalone,-0.0910227224230766,0.206988126039505,-0.099867470562458,-0.2479198724031448,0.1595019251108169,0.1236343309283256,-0.2912743389606476,-0.2923844456672668,0.3112699687480926,0.2606582343578338,-0.0250615626573562,-0.0255803279578685,-0.0969342961907386,-0.0823094546794891,0.1609607934951782,-0.0197063777595758,-0.0582043454051017,-0.1886436194181442,-0.2062490284442901,0.1713836193084716,-0.0557428672909736,0.3426607549190521,-0.0667825788259506,-0.0966820940375328,-0.2761720418930053,-0.1098403111100196,0.1446793675422668,-0.2646189630031585,0.0507638342678546,-0.0206715632230043,0.1631503105163574,0.0605441853404045
annealing,-0.2469311952590942,-0.1207779645919799,0.2514505088329315,-0.2547568082809448,-0.1878837198019027,-0.1655997633934021,-0.0001827390806283,-0.0835102722048759,0.0683492571115493,-0.1046751886606216,0.2374017983675003,0.1414271742105484,-0.2459153532981872,-0.0841910392045974,-0.2102258801460266,0.1978351324796676,0.3337073624134063,0.0745186507701873,-0.1520387083292007,0.0442398190498352,0.1484707742929458,0.0037852777168154,-0.0527571029961109,0.1243873089551925,0.2152977138757705,0.1251154839992523,-0.2419253438711166,0.1039704009890556,0.1082394421100616,0.2960150837898254,-0.1169026121497154,0.2389019578695297
breast-cancer-wisc,0.2383860945701599,-0.0663620382547378,-0.0683569088578224,0.393143743276596,0.0085251722484827,-0.0057750078849494,0.2347665876150131,0.2411093860864639,-0.3027994930744171,-0.1382341384887695,-0.1564674526453018,-0.1040223389863967,0.2768697738647461,0.1590636521577835,0.025277130305767,-0.1259248554706573,-0.2363212257623672,0.082107312977314,0.266309916973114,-0.1926767230033874,-0.0133512876927852,-0.2408458888530731,0.0542784333229064,0.0099438382312655,0.0442976839840412,-0.0155840348452329,0.0991304591298103,0.1564549654722213,-0.1430249363183975,-0.2305372059345245,-0.0128337554633617,-0.2438898831605911
breast-cancer-wisc-diag,0.2015436887741089,0.1551806777715683,-0.2586465179920196,0.17613086104393,0.2202677726745605,0.1347361803054809,-0.0295595210045576,-0.024570008739829,-0.0774045065045356,0.2025913745164871,-0.1642554402351379,-0.0856306105852127,0.2276495397090912,-0.0207428336143493,0.1773038506507873,-0.2613202929496765,-0.3460040390491485,-0.1440606266260147,0.0537070669233799,-0.0460245460271835,-0.1170038431882858,0.0329812951385974,-0.0260177496820688,-0.120259590446949,-0.247055634856224,-0.2193986624479293,0.2922523915767669,-0.1157101169228553,-0.1582574546337127,-0.2765873670578003,0.0888305082917213,-0.2076095193624496
breast-cancer-wisc-prog,0.2073614746332168,0.1498042047023773,-0.2572473883628845,0.1877980977296829,0.2203761041164398,0.1297681480646133,-0.022038185968995,-0.017923129722476,-0.0879962742328643,0.19367216527462,-0.1645617932081222,-0.0846835970878601,0.2355215549468994,-0.015924522653222,0.1766815185546875,-0.26164710521698,-0.3469130098819732,-0.1365594863891601,0.0615186728537082,-0.0491663925349712,-0.114566721022129,0.0213584117591381,-0.0228902846574783,-0.119626335799694,-0.2420770823955536,-0.2151215970516204,0.2936576008796692,-0.1073589473962783,-0.156169980764389,-0.278488278388977,0.086820401251316,-0.2150869518518448
chess-krvkp,0.1868886798620224,0.1677585840225219,-0.2624018490314483,0.1452950686216354,0.2276568859815597,0.1411433219909668,-0.053149402141571,-0.0483329147100448,-0.0510707572102546,0.2240179926156997,-0.1562965661287307,-0.0800673589110374,0.2096389681100845,-0.0369345657527446,0.1815165579319,-0.2597529590129852,-0.3379016518592834,-0.1581401824951172,0.0306568779051303,-0.0298852883279323,-0.1204474940896034,0.0581509694457054,-0.0326081961393356,-0.1259967684745788,-0.2615156769752502,-0.2270880490541458,0.2942038774490356,-0.1353946477174759,-0.1521289646625518,-0.2663701772689819,0.0939240902662277,-0.1925575584173202
glass,-0.2532539367675781,0.0669112876057624,0.1253507137298584,-0.3748153150081634,-0.0287906974554061,-0.0108348838984966,-0.2412835359573364,-0.2718508541584015,0.3372535407543182,0.0842562243342399,0.1234515830874443,0.0514154136180877,-0.2692974805831909,-0.070475623011589,-0.0058469618670642,0.181997001171112,0.2159458398818969,-0.0663860365748405,-0.2457649707794189,0.1857108473777771,0.0616881214082241,0.2924783825874328,-0.0608132816851139,0.0147135769948363,-0.0582768358290195,0.059554848819971,-0.0880019143223762,-0.1391487717628479,0.1589251607656479,0.2002271562814712,0.0763263404369354,0.2198523432016372
heart-va,0.1647157669067382,0.1831803768873214,-0.2650424242019653,0.1017708256840705,0.2375262528657913,0.146945983171463,-0.0856916829943656,-0.0818654745817184,-0.0152388252317905,0.2508996129035949,-0.1421143859624862,-0.0689412057399749,0.1841119974851608,-0.0590731799602508,0.1866098791360855,-0.2548470497131347,-0.3214789927005768,-0.1744870841503143,-0.0022256821393966,-0.0055967713706195,-0.1235610321164131,0.0902033969759941,-0.0405514687299728,-0.1331665366888046,-0.2783933579921722,-0.2342714965343475,0.2950496673583984,-0.1607486605644226,-0.138626828789711,-0.2476195096969604,0.0994190424680709,-0.1704487651586532
ionosphere,0.2382086515426635,-0.0667404234409332,-0.0678914561867713,0.3931416869163513,0.0080750817432999,-0.0060469508171081,0.2350444942712783,0.2413880079984665,-0.3029095530509949,-0.13877834379673,-0.1562885791063308,-0.1039732694625854,0.2766455709934234,0.159245491027832,0.0249239578843116,-0.1255121976137161,-0.2358590215444564,0.0824713930487632,0.2664603888988495,-0.1927696317434311,-0.0131204994395375,-0.2411128431558609,0.0543706454336643,0.0101894056424498,0.0448253452777862,-0.0151649825274944,0.0986304953694343,0.1568397283554077,-0.1428673863410949,-0.2302173227071762,-0.013009357266128,-0.2437090277671814
letter,-0.2771769165992737,-0.0019105579704046,0.190013974905014,-0.3640421032905578,-0.0995707809925079,-0.0717024803161621,-0.1668427288532257,-0.2197260409593582,0.26431804895401,0.0153790013864636,0.1785309314727783,0.0901169180870056,-0.288283497095108,-0.0792444869875907,-0.0890648514032363,0.2088228166103363,0.2854133546352386,-0.0167021006345748,-0.2312407940626144,0.1451868563890457,0.1014896184206008,0.2071174383163452,-0.062518373131752,0.0625597387552261,0.0484297461807727,0.0933722481131553,-0.1630481034517288,-0.0561035126447677,0.1530682742595672,0.258887767791748,0.0063821887597441,0.252474308013916
musk-1,0.2115291804075241,0.1448215395212173,-0.2542208135128021,0.1979403346776962,0.2124211341142654,0.1298651099205017,-0.0115009201690554,-0.0060351421125233,-0.0960917919874191,0.1854153722524643,-0.1699988543987274,-0.0908411592245101,0.2389114946126938,-0.0086207659915089,0.1723679453134536,-0.2610081732273102,-0.3511269688606262,-0.1333495378494262,0.0712067559361457,-0.0586628951132297,-0.1138056516647338,0.0150723746046423,-0.0214530676603317,-0.1151564940810203,-0.2352124452590942,-0.2129448503255844,0.2886304259300232,-0.1003426164388656,-0.1638952046632766,-0.2838730216026306,0.0849321410059928,-0.2176564186811447
page-blocks,-0.2388121485710144,-0.1313710063695907,0.2532208859920501,-0.2381083816289901,-0.1934480518102646,-0.1729044616222381,0.0176671054214239,-0.0675573348999023,0.0457402281463146,-0.1156359165906906,0.2395874261856079,0.1445439457893371,-0.2365407943725586,-0.0834957361221313,-0.2193094044923782,0.1927130669355392,0.3325689435005188,0.0830981284379959,-0.1406802237033844,0.0327620729804039,0.1509107947349548,-0.0184254478663206,-0.0507908686995506,0.1284293085336685,0.228986769914627,0.126077726483345,-0.2453977018594741,0.1194442734122276,0.101549856364727,0.2943838238716125,-0.1279634237289428,0.2325025796890258
pittsburg-bridges-MATERIAL,0.2072799056768417,-0.1228803023695945,-0.0158213563263416,0.3911578953266144,-0.0490562617778778,-0.0308246351778507,0.2631598114967346,0.2799070179462433,-0.3018544614315033,-0.1954531222581863,-0.1297871321439743,-0.1026204898953437,0.2350874990224838,0.1686164289712906,-0.0098109142854809,-0.0789537578821182,-0.1745877414941787,0.1116120889782905,0.2716072201728821,-0.1970065385103225,-0.0004350653034634,-0.2820146381855011,0.0866030752658844,0.0210001394152641,0.1156971901655197,0.0223407093435525,0.0238313395529985,0.201142281293869,-0.1177070885896682,-0.1783984005451202,-0.0496887266635894,-0.2120067179203033
pittsburg-bridges-SPAN,0.2167119830846786,-0.1080008596181869,-0.0297371558845043,0.3934190273284912,-0.0337765105068683,-0.0246109943836927,0.2568856477737427,0.2705576419830322,-0.3039165735244751,-0.1813482046127319,-0.1375393271446228,-0.1031299084424972,0.2477650642395019,0.1672339439392089,-0.0007105767144821,-0.0916666612029075,-0.1918269246816635,0.1047747358679771,0.2717219293117523,-0.1968616694211959,-0.0033713548909872,-0.2720621228218078,0.0777069181203842,0.0187963098287582,0.097005009651184,0.0128420405089855,0.0444671288132667,0.1901625394821167,-0.1249765753746032,-0.1933375298976898,-0.0396300554275512,-0.2216775715351104
pittsburg-bridges-TYPE,-0.276611715555191,-0.048692088574171,0.2219230979681015,-0.3355465829372406,-0.1387640237808227,-0.1111922636628151,-0.107668861746788,-0.1744527220726013,0.1978247165679931,-0.0312980562448501,0.2084537148475647,0.113782450556755,-0.2831636667251587,-0.0837850645184516,-0.1402485519647598,0.2130848914384842,0.3160107135772705,0.0184340290725231,-0.2092689275741577,0.1109459847211837,0.1237884536385536,0.1354312300682068,-0.0609742477536201,0.089802861213684,0.1165165156126022,0.1097871363162994,-0.2012144327163696,0.0044622630812227,0.1415087282657623,0.2840689718723297,-0.0420225448906421,0.2578045129776001
ringnorm,0.1965394765138626,-0.153669536113739,-0.0027161112520843,0.3699986934661865,-0.0820571705698967,-0.0283502079546451,0.2721439599990845,0.3010949194431305,-0.2931729555130005,-0.2112491875886917,-0.1165654361248016,-0.1062798947095871,0.2047028094530105,0.1769167333841323,-0.0323681533336639,-0.053201287984848,-0.1364670544862747,0.1341080665588379,0.2778413891792297,-0.1914273798465728,-0.0054103028960525,-0.2945521771907806,0.1103640422224998,0.0353466793894767,0.1474043279886245,0.0498802363872528,-0.020635787397623,0.2139098942279815,-0.1044176295399665,-0.1525365859270095,-0.0607395358383655,-0.1926810145378112
seeds,0.240404799580574,0.1031832918524742,-0.2306066453456878,0.2705408632755279,0.1801573187112808,0.1065521910786628,0.0530867613852024,0.0591760091483593,-0.1614752560853958,0.1177806928753852,-0.1834760308265686,-0.1030445992946624,0.2739295959472656,0.0353556759655475,0.1509777009487152,-0.2516410946846008,-0.3560040295124054,-0.089041069149971,0.1305039823055267,-0.1001360937952995,-0.0985231399536132,-0.0523025095462799,-0.0031886110082268,-0.093630313873291,-0.1844440102577209,-0.1817630976438522,0.267816811800003,-0.0418617166578769,-0.174272134900093,-0.2982527911663055,0.0673785582184791,-0.2471393495798111
semeion,-0.2267026901245117,-0.1444000899791717,0.2541894316673279,-0.2125233560800552,-0.2022550553083419,-0.1796165853738784,0.0446572043001651,-0.0415920689702034,0.0133591815829277,-0.1299442946910858,0.2382257729768753,0.1472246050834655,-0.2212365269660949,-0.0785058140754699,-0.2301375716924667,0.1846104860305786,0.3289768397808075,0.0937216579914093,-0.1233578249812126,0.0139436209574341,0.1514628529548645,-0.0493740774691104,-0.0465265028178691,0.1355476677417755,0.2495296150445938,0.1267444342374801,-0.2517288625240326,0.1391380578279495,0.0906224772334098,0.2908617556095123,-0.1435421556234359,0.2250065207481384
soybean,-0.2219729572534561,-0.1469491720199585,0.2535332441329956,-0.2038184553384781,-0.2034534364938736,-0.1815010607242584,0.0553350150585174,-0.032274842262268,0.0001119666994782,-0.1332166641950607,0.2371662706136703,0.150657519698143,-0.2135900557041168,-0.0760045498609542,-0.233156070113182,0.179469496011734,0.3277594447135925,0.097347542643547,-0.1184699982404708,0.0066143851727247,0.1508127301931381,-0.0612643472850322,-0.0445756949484348,0.1381462812423706,0.2582283020019531,0.1249159947037696,-0.2529877126216888,0.1454404592514038,0.08793206512928,0.2907233834266662,-0.1496970951557159,0.2226180583238601
spectf,-0.1212508380413055,0.1888668686151504,-0.0622428059577941,-0.279869019985199,0.1421349495649337,0.099073588848114,-0.3038857281208038,-0.3087750077247619,0.3359492719173431,0.231684923171997,0.0034077772870659,-0.010578311048448,-0.1300592422485351,-0.0800072774291038,0.1462161242961883,0.0236189719289541,-0.0059434249997138,-0.164541557431221,-0.2201927155256271,0.1952305138111114,-0.0332406498491764,0.3478747606277466,-0.0630021765828132,-0.0884266421198844,-0.2557238936424255,-0.0726762786507606,0.1168217957019805,-0.252561867237091,0.0916520580649375,0.0201200488954782,0.1632045656442642,0.0814373046159744
tic-tac-toe,0.2101065665483474,0.1465984731912613,-0.2552479207515716,0.1949567645788192,0.2146892845630645,0.1301795393228531,-0.0144914397969841,-0.0093911252915859,-0.0937390699982643,0.1881994605064392,-0.1687045693397522,-0.0889488086104393,0.2381042093038559,-0.0104341888800263,0.1738733649253845,-0.2613092064857483,-0.3498953580856323,-0.134591668844223,0.0681688860058784,-0.0561067499220371,-0.1143390610814094,0.0169994737952947,-0.0217870734632015,-0.1161979362368583,-0.2370021343231201,-0.2137271165847778,0.2898987233638763,-0.1027583703398704,-0.1616619080305099,-0.2821188569068908,0.0853358432650566,-0.2164223790168762
wine-quality-white,-0.2360449731349945,-0.1347440034151077,0.2538314461708069,-0.2314545810222625,-0.196812704205513,-0.1739213317632675,0.0250149387866258,-0.0598910525441169,0.0378447584807872,-0.1196761429309845,0.238352969288826,0.14447121322155,-0.2329751700162887,-0.081109806895256,-0.2221287190914154,0.191301479935646,0.3317858576774597,0.0857034623622894,-0.1358230262994766,0.0273302011191844,0.1506587862968444,-0.0259858835488557,-0.0493469163775444,0.1309176832437515,0.2349361181259155,0.1267410069704055,-0.2482482641935348,0.1242328062653541,0.0983875542879104,0.2935146987438202,-0.1319469213485717,0.2314439564943313
balance-scale,-0.2487896084785461,-0.2337449640035629,0.1421355158090591,-0.0098087023943662,-0.1972590237855911,-0.2394305914640426,-0.0397638864815235,0.1037457063794136,0.021683869883418,0.1712134182453155,-0.0353750847280025,0.1761906296014785,0.0903449058532714,-0.0499526038765907,0.0863239541649818,-0.1768364906311035,-0.202005535364151,-0.1522141098976135,0.0684337615966796,-0.5064975619316101,-0.0518576651811599,-0.0281604994088411,-0.0320855006575584,0.1512551605701446,-0.237300157546997,0.2808923125267029,-0.217996060848236,0.0146492039784789,-0.2156149744987487,0.1826100647449493,-0.0738230422139167,0.1493439227342605
