Dataset,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
abalone,-0.2980329990386963,0.0280208922922611,0.1966540962457656,-0.2015351802110672,-0.1774657517671585,-0.0755710750818252,-0.2023517042398452,-0.1716672927141189,0.3804889917373657,-0.0073109278455376,0.0795100927352905,-0.0978415980935096,-0.3591187000274658,-0.054495520889759,0.0069786752574145,0.2580667734146118,0.096730813384056,-0.1208915114402771,-0.1740097850561142,0.0746287181973457,0.1549343913793563,0.3520075976848602,-0.1226948201656341,-0.0173248071223497,-0.0410719774663448,0.1285487562417984,-0.1956937313079834,-0.0767853632569313,0.0065479450859129,0.1081539094448089,0.0683401972055435,0.2495489120483398
annealing,0.0918479710817337,-0.2376162856817245,-0.2184125334024429,0.3440408110618591,0.0881048217415809,-0.2295999079942703,-0.0664674639701843,-0.1343143582344055,-0.2237984389066696,0.0203341487795114,0.3892931342124939,0.077148288488388,0.0317186750471591,-0.2983202636241913,0.0628465786576271,-0.0867973938584327,0.0229653734713792,0.1735713332891464,0.0150627633556723,0.2779186069965362,0.1675491333007812,-0.2570456266403198,0.0479249469935894,-0.1397122293710708,-0.1192073598504066,0.280823290348053,0.088644340634346,0.0656612664461135,0.0865452587604522,0.1147829964756965,-0.0335696712136268,-0.1596804112195968
breast-cancer-wisc,0.0995363667607307,0.2740837633609772,-0.2029546052217483,-0.15599325299263,0.0024648106191307,0.3307662308216095,0.1390177905559539,0.1660614013671875,0.0168020706623792,0.310161292552948,-0.3002066016197204,-0.0788798034191131,0.0256177932024002,0.1504906862974167,-0.0407627746462821,-0.2346560359001159,-0.1840947717428207,-0.085150346159935,0.0234498940408229,-0.1370992660522461,-0.2509152889251709,0.221700519323349,0.0402464307844638,0.125247448682785,0.0572197921574115,-0.2523420751094818,-0.0909800305962562,-0.255912184715271,-0.2223823517560959,-0.1623812615871429,0.0568421073257923,0.1029503941535949
breast-cancer-wisc-diag,-0.1558312028646469,0.3626082837581634,0.0308815594762563,-0.2560062110424042,-0.0004798406152985,0.1696214228868484,-0.0690037831664085,-0.0398305989801883,0.3094418048858642,0.2358043938875198,-0.208960622549057,-0.0180917307734489,-0.1493965983390808,0.1327559649944305,0.1187052205204963,-0.0248724687844514,-0.0677237436175346,-0.1882483661174774,-0.2371863722801208,-0.0744440332055091,-0.0276427511125803,0.4466800391674042,-0.0506791584193706,-0.0339002646505832,0.0428382419049739,-0.1749235987663269,-0.1056663766503334,-0.2492346614599228,-0.0075446995906531,0.0630304291844368,0.1316304057836532,0.2443674057722091
breast-cancer-wisc-prog,-0.039170179516077,0.3308942914009094,-0.1425653845071792,-0.1068104952573776,0.2511783540248871,0.0978786349296569,-0.1874784976243972,-0.1705576926469802,0.2273978292942047,0.2885125577449798,-0.0955488979816436,0.1012347862124443,0.0181718077510595,0.0888797119259834,0.3135088682174682,-0.0864766538143158,-0.0671542286872863,-0.0525524728000164,-0.242341086268425,0.1505817323923111,-0.0217034965753555,0.3138352930545807,0.0850344598293304,-0.1511326879262924,-0.1111480668187141,-0.048575222492218,0.1059584617614746,-0.3031616806983948,0.2341579049825668,0.1021568328142166,0.2147171348333358,0.0712817087769508
chess-krvkp,-0.0781359076499939,0.3025998473167419,-0.0324529334902763,-0.2930217683315277,-0.0893383547663688,0.2762495875358581,0.038927387446165,0.0882201120257377,0.2229743003845214,0.2537869215011596,-0.2652885317802429,-0.0784948021173477,-0.1521248370409011,0.1824459433555603,-0.0199285503476858,-0.0630436614155769,-0.0725149065256118,-0.1304059624671936,-0.1086355075240135,-0.1128668710589408,-0.1369325965642929,0.3974841237068176,-0.0049337372183799,0.0998373627662658,0.0936388075351715,-0.1797672510147094,-0.1986612975597381,-0.2598267495632171,-0.1309810280799865,-0.0241835471242666,0.1099538430571556,0.2427399903535843
glass,0.1121585071086883,-0.1734532564878463,-0.2290492504835128,0.290347546339035,0.1920799016952514,-0.194253385066986,-0.1268486827611923,-0.1720467507839203,-0.1658172458410263,0.0395595543086528,0.3249571323394775,0.1151751577854156,0.0907498896121978,-0.2155310064554214,0.1523566544055938,-0.0708130896091461,0.0282152388244867,0.1955892443656921,-0.0032981014810502,0.3242285847663879,0.1243984997272491,-0.2183456420898437,0.109610691666603,-0.1604914367198944,-0.1685073673725128,0.2728321850299835,0.1652650386095047,0.0065226359292864,0.208111435174942,0.1092905327677726,0.0413879342377185,-0.1927365660667419
heart-va,0.0397228896617889,-0.0747245624661445,-0.1720266640186309,0.1522361487150192,0.2427287548780441,-0.1610987037420272,-0.2419629096984863,-0.2514034211635589,0.0210829842835664,0.0641370862722396,0.2533271014690399,0.1214604154229164,0.0434076301753521,-0.126487135887146,0.2445970475673675,0.0200953930616378,0.056278858333826,0.1680256873369217,-0.0792372077703476,0.3732129037380218,0.1140184327960014,-0.0515940934419631,0.1327635198831558,-0.1800896972417831,-0.2210650891065597,0.2779786884784698,0.1795932650566101,-0.0863919779658317,0.3267744779586792,0.1293934434652328,0.1423069983720779,-0.1397425681352615
ionosphere,0.1092699691653251,0.255379855632782,-0.2092801630496978,-0.1575801521539688,-0.011252156458795,0.33631631731987,0.147743746638298,0.178711399435997,0.0061080255545675,0.3052361905574798,-0.295659601688385,-0.086310289800167,0.0192901622503995,0.1522040218114853,-0.0602334961295127,-0.2322064936161041,-0.1781782209873199,-0.0690407752990722,0.0411189049482345,-0.1316991299390792,-0.2568311393260956,0.2119865119457245,0.0482504442334175,0.1394373625516891,0.0605022422969341,-0.2388083487749099,-0.1042493879795074,-0.2521571815013885,-0.2311247438192367,-0.1682010293006897,0.0575597956776618,0.0983268469572067
letter,0.2128907889127731,-0.1800674945116043,-0.2790675163269043,0.3806782364845276,0.1116497442126274,-0.1230239048600196,0.0963862165808677,0.0173244271427392,-0.388865977525711,0.0500033050775527,0.2569034397602081,0.092822141945362,0.1831204742193222,-0.2249778509140014,0.0117363138124346,-0.2378838211297989,-0.0552962012588977,0.1617374718189239,0.0883920416235923,0.1289852261543274,0.0551676042377948,-0.3628726303577423,0.0673941075801849,-0.0886286497116088,-0.0302479527890682,0.11660847812891,0.121789738535881,0.0895898267626762,-0.0126691972836852,0.0384037867188453,-0.0923121273517608,-0.2115377187728881
