Dataset,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
abalone,-0.0949504971504211,0.2599235475063324,-0.0147677892819046,-0.2497779726982116,-0.1604579389095306,0.2736322581768036,0.0735736936330795,0.1120601817965507,0.183308944106102,0.243299663066864,-0.231571152806282,-0.0963059514760971,-0.1638326644897461,0.1229785531759262,-0.0384100973606109,-0.0891172960400581,-0.0758242309093475,-0.1974338591098785,-0.1589718759059906,-0.1901051849126815,-0.1012496873736381,0.3675382137298584,-0.037498865276575,0.0784697383642196,0.1302644610404968,-0.208637461066246,-0.2239018231630325,-0.2037375122308731,-0.204829141497612,0.0440366975963115,0.0324947275221347,0.2810970246791839
annealing,-0.0926045849919319,0.1034650653600692,-0.0569941960275173,-0.1316641718149185,0.1318156272172927,-0.0486827790737152,-0.2702333331108093,-0.2620821893215179,0.2640156745910644,0.1596317589282989,0.14398954808712,0.0787855312228202,-0.1609855592250824,-0.0785159021615982,0.2267640382051468,0.0261956341564655,0.0799387544393539,0.0049322214908897,-0.3124603033065796,0.2594308853149414,0.1771076470613479,0.2948756217956543,0.0371658690273761,-0.2457337379455566,-0.1379245817661285,0.1220545545220375,0.0497178025543689,-0.137105256319046,0.2650426030158996,0.2718834578990936,0.1994720697402954,0.0421679131686687
breast-cancer-wisc,0.1340007483959198,-0.2110922336578369,0.0801960900425911,-0.1219729781150817,-0.0496493726968765,0.1108278185129165,-0.0046964711509644,0.159875601530075,0.0041158339008688,-0.2580732703208923,-0.1294023692607879,-0.0262753535062074,0.0535412617027759,0.3125939965248108,-0.1261244565248489,0.2545722424983978,0.1470442712306976,0.2956543564796448,0.3491130173206329,0.0923420861363411,-0.2156989127397537,-0.1528632491827011,0.2737667262554168,0.2612670660018921,-0.0393745005130767,0.2249043434858322,-0.027535006403923,0.0240217968821525,0.1636150479316711,-0.1802578121423721,0.1395650058984756,-0.1604483425617218
breast-cancer-wisc-diag,-0.0156911052763462,-0.0136064793914556,0.0343605913221836,-0.0233519840985536,-0.0669325590133667,0.1067431345582008,0.1489405632019043,0.1676122397184372,-0.0767359286546707,-0.0749755874276161,-0.234619915485382,-0.0594166927039623,0.1406991630792617,0.2593898475170135,-0.1360448598861694,0.1476820558309555,-0.0084605114534497,0.0637460052967071,0.3990361988544464,-0.0879696011543273,-0.3462852239608764,-0.1788977831602096,0.089767999947071,0.4420546591281891,0.0792515948414802,0.0227267742156982,-0.1223385259509086,-0.1272877007722854,-0.0992917567491531,-0.3767135143280029,-0.0868119075894355,0.102180041372776
breast-cancer-wisc-prog,-0.1327712535858154,0.024615267291665,0.3959646224975586,0.0503862686455249,0.1078245863318443,-0.1802569180727005,0.022373491898179,-0.0197174623608589,-0.0192758738994598,-0.384767085313797,-0.1809723675251007,0.1241607367992401,0.2731175124645233,0.1969670355319976,0.0623307973146438,0.2628940045833587,0.0539679825305938,-0.0970769599080085,0.1829957365989685,-0.2212398797273636,-0.0929726585745811,-0.2800905704498291,-0.0674244239926338,0.1274118423461914,0.0535797886550426,-0.1404531300067901,0.1968525648117065,0.1845395714044571,0.1433049440383911,-0.213315412402153,-0.1690938621759414,-0.0421628504991531
chess-krvkp,0.1475847959518432,-0.1571666300296783,-0.1437812596559524,-0.1132686361670494,-0.1220270171761512,0.2253657430410385,0.06573948264122,0.2038117796182632,-0.0322489328682422,-0.0011197335552424,-0.116479568183422,-0.1135894432663917,-0.02683587372303,0.241235002875328,-0.184663638472557,0.1066147238016128,0.0613733381032943,0.2778895199298858,0.351140946149826,0.131806805729866,-0.2853361964225769,-0.0542239211499691,0.2646602988243103,0.3486051857471466,-0.0124456053599715,0.2355497479438781,-0.1876342296600341,-0.1570618450641632,-0.0222896412014961,-0.2134084850549698,0.1299480497837066,-0.0234539080411195
glass,0.1387661099433899,-0.225480854511261,-0.1089042127132415,0.2693462073802948,-0.0733284577727317,-0.1600522845983505,0.1785623282194137,0.0731895342469215,-0.3698325753211975,-0.0482945442199707,0.2881819903850555,0.036842506378889,0.029577363282442,-0.3096782565116882,-0.1618508845567703,-0.2362121194601059,-0.0031256328802555,0.0580142401158809,-0.0117978109046816,-0.0364602729678154,0.1985168009996414,-0.3049914240837097,-0.1140544265508651,-0.1468602865934372,0.0991874933242797,-0.0003017402486875,0.0122302630916237,0.2844539880752563,-0.1798514574766159,0.141747236251831,-0.1832387745380401,-0.1618999540805816
heart-va,0.1520111858844757,-0.2208183109760284,-0.1280975937843322,0.2841210663318634,-0.0321861617267131,-0.1693010479211807,0.1594534367322921,0.0530107915401458,-0.3748176097869873,-0.0419193021953105,0.2959199547767639,0.0572972111403942,0.0562279634177684,-0.3072105050086975,-0.1294464766979217,-0.2414437979459762,-0.0029698659200221,0.0750438272953033,-0.0135385207831859,-0.0063316603191196,0.1964132636785507,-0.3185172379016876,-0.0951942801475524,-0.1628513634204864,0.0778309553861618,0.0127051984891295,0.0456086993217468,0.2738062441349029,-0.1385563462972641,0.1443233042955398,-0.168182298541069,-0.1852461248636245
ionosphere,0.1554121971130371,-0.2242493033409118,0.0417482666671276,-0.1318887621164322,-0.0596753433346748,0.1311875134706497,-0.0131455278024077,0.1636178940534591,0.0085953325033187,-0.2290633767843246,-0.1090801954269409,-0.0376057438552379,0.024623330682516,0.299562394618988,-0.1329824030399322,0.2354719042778015,0.149535447359085,0.3189027309417724,0.3343721032142639,0.1236975714564323,-0.2056270092725753,-0.1267285943031311,0.2924623787403106,0.2460115700960159,-0.0504840463399887,0.2506228983402252,-0.04372313991189,0.0104248896241188,0.1620656251907348,-0.15431609749794,0.1671756505966186,-0.168533444404602
letter,0.1863419413566589,-0.1645675003528595,-0.1518558859825134,0.2969239056110382,-0.0151137802749872,-0.1057323068380355,0.2250587493181228,0.1204078197479248,-0.4246740639209747,-0.0168051961809396,0.1999022215604782,0.0588672645390033,0.1342367380857467,-0.2410580217838287,-0.1333097219467163,-0.288715660572052,-0.0527344271540641,0.0547934621572494,0.0385174229741096,-0.0790389403700828,0.1085633337497711,-0.3489199578762054,-0.0782422348856926,-0.1042424365878105,0.1109563186764717,-0.0635907277464866,0.0550459623336792,0.2423812001943588,-0.1805521994829177,0.0720188692212104,-0.1916532814502716,-0.1800427734851837
