Dataset,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
abalone,-0.2328305095434188,-0.0254686959087848,0.1921871453523636,-0.2612965106964111,-0.2473305165767669,-0.0116350194439291,-0.148650050163269,-0.0900365188717842,0.3566889762878418,-0.020936457440257,0.0652917847037315,-0.1449399590492248,-0.4014404714107513,-0.0379787236452102,-0.0866123139858245,0.2298835217952728,0.1169150322675705,-0.0740448608994484,-0.1583231538534164,0.0450267530977726,0.1617569625377655,0.3681821823120117,-0.0947319194674491,-0.0105400551110506,-0.0020638443529605,0.1203819662332534,-0.2473887354135513,-0.0273116398602724,-0.0454167239367961,0.1360587030649185,0.0977666974067688,0.22114959359169
annealing,-0.0405560210347175,-0.3383038938045501,0.0709809809923172,0.0943708643317222,-0.239458218216896,-0.2223766148090362,-0.0040476275607943,-0.0302493050694465,-0.0648285150527954,-0.1601855009794235,0.3723607957363128,-0.0989283844828605,-0.2722209095954895,-0.3094009160995483,-0.2209735661745071,0.0661741346120834,0.1269504725933075,0.0939009562134742,-0.0196548998355865,0.0979697704315185,0.3074003159999847,-0.0787238031625747,-0.1325823217630386,-0.1007038727402687,0.0220936480909585,0.2293234467506408,-0.1503586173057556,0.2698388993740082,-0.1225474253296852,0.168099895119667,-0.0610215440392494,-0.0454804562032222
breast-cancer-wisc,0.0515659637749195,0.2597925364971161,-0.0766405388712883,-0.0939886048436164,0.0150405559688806,0.2540872693061828,0.1597696393728256,0.1395116001367569,-0.0114553216844797,0.1971608251333236,-0.3332400321960449,-0.0711543411016464,0.1222238317131996,0.1067451164126396,-0.0245151408016681,-0.206659585237503,-0.219526931643486,-0.2164123654365539,0.0342748165130615,-0.2855882048606872,-0.2494585961103439,0.11333529651165,-0.0517154559493064,0.1147544234991073,0.0582085810601711,-0.3790595829486847,0.0077940169721841,-0.1438914239406585,-0.2791294753551483,-0.2217243760824203,-0.0879989117383956,0.0962754487991333
breast-cancer-wisc-diag,0.01106384024024,0.3422936797142029,-0.0885760262608528,-0.1333769112825393,-0.0195619259029626,0.2681590318679809,0.1326561719179153,0.1349063068628311,0.0651639029383659,0.2761007845401764,-0.2951602041721344,-0.0527853146195411,0.00321827060543,0.1088294237852096,0.0130795165896415,-0.2301661968231201,-0.2014647126197815,-0.2134671062231063,-0.1129711344838142,-0.2452516108751297,-0.1460507065057754,0.2779807448387146,-0.0519781038165092,0.0246587507426738,0.1039171740412712,-0.3406829237937927,-0.0730928108096122,-0.193172425031662,-0.2278037071228027,-0.0643249526619911,0.0067003113217651,0.1643860340118408
breast-cancer-wisc-prog,0.0017135631060227,0.2963045835494995,-0.0249337665736675,0.0302899982780218,0.168549507856369,0.1258525401353836,0.0879887118935585,0.013553662225604,-0.0389739982783794,0.1504177004098892,-0.2951882183551788,0.0321697406470775,0.269691526889801,0.0524810850620269,0.1449207812547683,-0.2051412314176559,-0.2313870638608932,-0.3053387999534607,-0.0454292893409729,-0.2986973226070404,-0.1968691945075988,0.0056182574480772,-0.1012038514018058,0.0037886244244873,0.0034067386295646,-0.4323214292526245,0.1899607330560684,-0.0886856168508529,-0.1624283790588379,-0.184793621301651,-0.1615903079509735,0.0546966679394245
chess-krvkp,-0.1251949071884155,0.2866142690181732,0.0405874997377395,-0.2782862782478332,-0.1353726536035537,0.2319990843534469,0.0293809622526168,0.0713979676365852,0.2509464919567108,0.2117394804954528,-0.2317529022693634,-0.087176889181137,-0.1913025081157684,0.1355086266994476,-0.0148569522425532,-0.0400345250964164,-0.0647121891379356,-0.1897201687097549,-0.178559735417366,-0.1645510345697403,-0.0589697435498237,0.4193457067012787,-0.0512483566999435,0.0429904833436012,0.1117654293775558,-0.1965770721435547,-0.2040380835533142,-0.1984164267778396,-0.14606773853302,0.0458585321903228,0.077797420322895,0.2729602456092834
glass,0.1750254482030868,-0.1460103243589401,-0.1199705377221107,0.2843208312988281,-0.0457470715045928,-0.0547427125275135,0.2694401741027832,0.1783437877893448,-0.4275669157505035,-0.034881230443716,0.1103485450148582,0.0208012256771326,0.1679184734821319,-0.1737838983535766,-0.1620453596115112,-0.2650508880615234,-0.0770709514617919,0.022933542728424,0.1130655407905578,-0.156346246600151,0.0256822947412729,-0.3646607398986816,-0.0756521597504615,-0.0087486514821648,0.138079285621643,-0.1085066646337509,0.0301070399582386,0.2252490818500518,-0.2362781465053558,-0.0186606273055076,-0.2236828207969665,-0.1412462592124939
heart-va,0.171952947974205,-0.143309861421585,-0.1162818670272827,0.2918594181537628,-0.0203884132206439,-0.0634803026914596,0.2580307424068451,0.1616332232952118,-0.4295564293861389,-0.0407635048031806,0.1067098230123519,0.0347644463181495,0.1953145712614059,-0.1700855642557144,-0.1390689313411712,-0.2601450085639953,-0.0748801603913307,0.0162089057266712,0.112710990011692,-0.1543042361736297,0.0173196606338024,-0.3836798965930938,-0.0720127820968627,-0.0113772042095661,0.1267804056406021,-0.1143804788589477,0.0570386238396167,0.2255224138498306,-0.2153384685516357,-0.0229937378317117,-0.2320456355810165,-0.148151159286499
ionosphere,0.0708321258425712,0.2497001886367797,-0.1082660034298896,-0.1026026755571365,0.0064424625597894,0.2759054601192474,0.1589327901601791,0.149051547050476,-0.0122260199859738,0.2191212326288223,-0.3266245126724243,-0.0818553790450096,0.1060691326856613,0.1051648780703544,-0.0344372503459453,-0.2197945266962051,-0.2196377664804458,-0.1959605664014816,0.0370044521987438,-0.2645889818668365,-0.2553309798240661,0.1273917108774185,-0.0328350439667701,0.1174897104501724,0.0511299483478069,-0.360503226518631,-0.0072748190723359,-0.1594955623149871,-0.2853002846240997,-0.2156492322683334,-0.0691238269209861,0.0912087634205818
letter,0.1547975093126297,-0.1148326843976974,-0.0919371992349624,0.2779674530029297,-0.0050471378490328,-0.0472480654716491,0.2614317536354065,0.1610040813684463,-0.4202085435390472,-0.0465850718319416,0.0559354424476623,0.0422893874347209,0.2349744290113449,-0.1359630525112152,-0.1196489855647087,-0.2481995820999145,-0.0824183002114296,-0.0220028422772884,0.1198722645640373,-0.194962128996849,-0.0239841360598802,-0.3934530317783355,-0.0749863535165786,0.0151580972597002,0.1302181333303451,-0.1586467176675796,0.0763313844799995,0.2140204012393951,-0.216936245560646,-0.0520629212260246,-0.2575320899486542,-0.1287811994552612
musk-1,-0.0738837942481041,0.3234005272388458,-0.0102711440995335,-0.2374482601881027,-0.097114622592926,0.2616769671440124,0.0819278135895729,0.1105941757559776,0.1781314760446548,0.246743693947792,-0.2679851949214935,-0.0661735832691192,-0.1183977946639061,0.1462436318397522,-0.0069172303192317,-0.1191440224647522,-0.1091931760311126,-0.1945897191762924,-0.1611320674419403,-0.2020968049764633,-0.0982931107282638,0.3745102882385254,-0.0421611405909061,0.0440846495330333,0.1313877254724502,-0.2568833827972412,-0.1706514060497284,-0.2059952616691589,-0.1710399240255355,0.0190077517181634,0.0570597201585769,0.2454490214586258
page-blocks,0.0734896212816238,-0.3271861970424652,-0.0563274510204792,0.2245829701423645,-0.0786554366350174,-0.246787741780281,0.0099205579608678,-0.0449272878468036,-0.2078451663255691,-0.1186908781528472,0.4044570028781891,-0.0078483838587999,-0.1061878949403762,-0.3288184404373169,-0.1314792931079864,-0.0533908009529113,0.0882018208503723,0.1616015136241912,0.0014257724396884,0.1599751859903335,0.2850489020347595,-0.219518706202507,-0.0710257962346077,-0.1631473004817962,-0.0150488745421171,0.2242977768182754,-0.0084899254143238,0.2675890922546386,-0.0309717394411563,0.1653233170509338,-0.0566773489117622,-0.1730732768774032
pittsburg-bridges-MATERIAL,0.1916247010231018,-0.1841380447149276,-0.1485535651445388,0.3162533938884735,-0.0020286855287849,-0.1054279059171676,0.2199067920446396,0.1267195343971252,-0.4300412237644195,-0.0402945801615715,0.186920166015625,0.0438498891890049,0.1623990088701248,-0.2161835879087448,-0.1286972314119339,-0.2599684000015259,-0.0540320351719856,0.0760380774736404,0.0966929048299789,-0.0681214407086372,0.076094664633274,-0.3818356096744537,-0.0555159300565719,-0.0629886835813522,0.0939823240041732,-0.0375994145870208,0.0672303140163421,0.2363117784261703,-0.164327323436737,0.0207982808351516,-0.1875832676887512,-0.1910857111215591
pittsburg-bridges-SPAN,0.1962485611438751,-0.1901548504829406,-0.1546825170516967,0.3071056008338928,-0.0356360040605068,-0.0960022136569023,0.2330135703086853,0.1471825987100601,-0.4269077181816101,-0.0326424725353717,0.1960968822240829,0.0253111273050308,0.1233825907111167,-0.2236227244138717,-0.1591782420873642,-0.2659665644168854,-0.0556125976145267,0.0879168361425399,0.096218392252922,-0.0664634555578231,0.0905554816126823,-0.3559270799160003,-0.0597691386938095,-0.0619674213230609,0.1074505895376205,-0.0254985988140106,0.031208237633109,0.2366192936897277,-0.1899552345275879,0.0290225073695182,-0.1741767227649688,-0.1836044192314148
pittsburg-bridges-TYPE,-0.1172195822000503,-0.2238336205482483,0.1713948994874954,-0.04914166405797,-0.3926021158695221,-0.0738327577710151,0.099660187959671,0.0975492224097251,0.0161833055317401,-0.1379525661468505,0.1636632084846496,-0.1863018572330474,-0.3311364352703094,-0.184032142162323,-0.3212824463844299,0.0922460183501243,0.0796708986163139,-0.0494624078273773,0.0001178327438537,-0.1200581789016723,0.1904665678739547,0.0525081530213356,-0.1893958449363708,0.0454984046518802,0.1359238475561142,0.06398406624794,-0.2955292165279388,0.2144446074962616,-0.3125510513782501,0.0785106196999549,-0.1177036687731742,0.124541237950325
ringnorm,-0.0189090389758348,-0.3010269403457641,0.0110619273036718,0.1066124439239502,-0.0656536146998405,-0.2615557312965393,-0.1347343623638153,-0.1544145941734314,-0.0096327252686023,-0.1250248253345489,0.4069459140300751,-0.0182772148400545,-0.2064752578735351,-0.2902964949607849,-0.0614439509809017,0.0849777981638908,0.1462050676345825,0.1603841930627823,-0.0632309690117836,0.257878303527832,0.3156258761882782,-0.0653697103261947,-0.0498776137828826,-0.1832548826932907,-0.0905047580599784,0.3072125017642975,-0.0201281569898128,0.1961680501699447,0.0884356647729873,0.201648324728012,0.0405777916312217,-0.1187665164470672
seeds,0.1814585775136947,-0.2331786304712295,-0.1439443081617355,0.3085922300815582,-0.0426434241235256,-0.1383439004421234,0.1928365677595138,0.1087120473384857,-0.4026924669742584,-0.0536035820841789,0.2581811845302582,0.0217604916542768,0.0804397761821746,-0.2620606124401092,-0.1584205627441406,-0.2337858974933624,-0.0254640169441699,0.1127452179789543,0.0793184787034988,-0.0136696128174662,0.1417090445756912,-0.3473974168300628,-0.0638005286455154,-0.0919393301010131,0.0828042402863502,0.0328842103481292,0.028042234480381,0.257109671831131,-0.1593200266361236,0.0634388998150825,-0.155391663312912,-0.1954818218946457
semeion,0.0305225700139999,-0.1900693923234939,0.0403897799551487,0.1075350418686866,-0.3117630183696747,-0.028453217819333,0.2637579143047333,0.2171996682882309,-0.2382284849882125,-0.0869350284337997,0.1111942827701568,-0.1271447986364364,-0.1218219920992851,-0.183276280760765,-0.3307256698608398,-0.1146625280380249,-0.0190059952437877,-0.0404193438589572,0.0778909027576446,-0.2215707749128341,0.1009306237101554,-0.1472986936569214,-0.1702338904142379,0.0594730153679847,0.2029651403427124,-0.0679494962096214,-0.2100072205066681,0.2464474886655807,-0.3920426964759826,0.0127596957609057,-0.2104586064815521,0.0289553888142108
soybean,0.1013028845191001,-0.1624657213687896,-0.0331047773361206,0.1792118698358535,-0.2250915467739105,-0.0173987429589033,0.2990478277206421,0.2354407906532287,-0.3339494466781616,-0.0553090721368789,0.092625506222248,-0.0776344761252403,-0.0068706958554685,-0.1726955473423004,-0.287793904542923,-0.1983908861875534,-0.0578112788498401,-0.0189976096153259,0.1025195345282554,-0.2230715006589889,0.0586207136511802,-0.2328863143920898,-0.1367256790399551,0.0459743477404117,0.2000715881586074,-0.1059396937489509,-0.1337684839963913,0.2372636049985885,-0.3661579489707947,-0.0108136720955371,-0.2233408093452453,-0.0330478809773922
spectf,0.0406286753714084,0.2792986631393432,-0.0974441766738891,0.0703073814511299,0.2385756224393844,0.1250361800193786,0.0493939071893692,-0.0224446132779121,-0.0664373785257339,0.1844966411590576,-0.2626265287399292,0.0642054453492164,0.3217220902442932,0.039942979812622,0.2072933614253997,-0.2340090423822403,-0.2282613217830658,-0.2706114649772644,-0.0537948161363601,-0.2298618108034134,-0.2086198925971985,-0.0339882485568523,-0.0510731600224971,-0.0247327964752912,-0.0474708192050457,-0.3925776481628418,0.248002216219902,-0.1139485388994216,-0.0978027656674385,-0.162871852517128,-0.1414850652217865,0.0097704185172915
tic-tac-toe,0.0152874533087015,0.3388361930847168,-0.0774708464741706,-0.1023480519652366,0.0185214318335056,0.2476265281438827,0.1320430785417556,0.1158090457320213,0.0401651188731193,0.2547214925289154,-0.307445228099823,-0.0420779325067997,0.0630521774291992,0.093405932188034,0.0336438193917274,-0.2372935861349105,-0.22074656188488,-0.2444885522127151,-0.095598854124546,-0.2729808390140533,-0.1649539470672607,0.2234184741973877,-0.0698112472891807,0.0214986838400363,0.082573115825653,-0.381829559803009,-0.0140982763841748,-0.1697858721017837,-0.2353840619325637,-0.1031648367643356,-0.0365261510014534,0.1392727941274643
