Dataset,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
acute-inflammation,-0.16080455482006073,-0.06642978638410568,0.03815288841724396,-0.12394162267446518,-0.17089323699474335,-0.30913829803466797,0.16063536703586578,-0.1704537272453308,0.089299276471138,-0.09903579205274582,0.44998231530189514,0.15686501562595367,0.22448121011257172,-0.0066746678203344345,0.04397587478160858,-0.1874021738767624,-0.014508740976452827,-0.08886133134365082,-0.10170990973711014,-0.041857145726680756,-0.0860837772488594,0.0009020458674058318,-0.12743815779685974,-0.3776232898235321,0.2578226923942566,-0.07318923622369766,-0.31584638357162476,-0.16371622681617737,0.10851813107728958,-0.07475591450929642,-0.17970193922519684,0.08010102063417435
acute-nephritis,-0.14637283980846405,0.08803685009479523,-0.24060922861099243,-0.12261823564767838,-0.21765130758285522,-0.29606783390045166,0.14556917548179626,0.06107614189386368,-0.18744222819805145,-0.025291629135608673,0.10683593899011612,0.20548012852668762,-0.11921485513448715,-0.044311169534921646,0.11773506551980972,0.36042338609695435,0.19998832046985626,0.21391619741916656,-0.3192761540412903,0.22392098605632782,0.29026198387145996,-0.20164081454277039,-0.12495594471693039,-0.005952717270702124,-0.030324557796120644,-0.0774262472987175,-0.23314887285232544,0.002267741598188877,0.17658530175685883,-0.03632005676627159,-0.1259402334690094,0.023681912571191788
car,0.05584279075264931,-0.05328960716724396,-0.05058592930436134,-0.15000297129154205,-0.3810906410217285,-0.20599375665187836,0.1527685523033142,-0.2565685510635376,0.05586054548621178,0.20534458756446838,-0.005076149478554726,0.29173555970191956,-0.06817317008972168,-0.2105841040611267,-0.12412093579769135,0.356309711933136,0.1915472000837326,0.07787071168422699,-0.15895432233810425,-0.05852299556136131,0.3077797293663025,-0.10205614566802979,0.21509040892124176,-0.1384880393743515,-0.005093718413263559,-0.0076957461424171925,-0.2228744626045227,-0.031147101894021034,0.16503670811653137,-0.07304535061120987,0.06989826261997223,-0.20038853585720062
conn-bench-sonar-mines-rocks,0.05515831708908081,-0.025881027802824974,-0.01690550707280636,-0.03581570088863373,-0.08102623373270035,0.0566263385117054,0.14723896980285645,-0.04076194390654564,-0.3836177587509155,-0.2489558458328247,-0.06045908480882645,-0.19334807991981506,-0.034462783485651016,0.004950098693370819,0.3153696656227112,0.2452980875968933,-0.13051335513591766,0.2736184597015381,-0.16821013391017914,0.05815330892801285,0.2906229496002197,-0.2304466813802719,-0.02690797485411167,0.2798524498939514,-0.07615726441144943,-0.2695977985858917,0.24115510284900665,-0.08555713295936584,0.039984650909900665,-0.046978581696748734,-0.049486804753541946,0.24532675743103027
conn-bench-vowel-deterding,0.29799318313598633,-0.005703774746507406,0.08447860181331635,-0.0355924554169178,-0.10600609332323074,0.08423322439193726,0.016195442527532578,-0.2768480181694031,0.16697309911251068,0.3193941116333008,-0.3061234652996063,0.09250468015670776,-0.17970742285251617,-0.16052328050136566,-0.2628384828567505,0.19589804112911224,0.03333659470081329,-0.08211740106344223,0.06356272846460342,-0.20762650668621063,0.15656788647174835,-0.02998136356472969,0.4495830833911896,0.05242114141583443,-0.05417819693684578,0.04793070629239082,0.10879009962081909,0.035530056804418564,-0.061176497489213943,0.10390526801347733,0.1303846836090088,-0.27328047156333923
credit-approval,-0.1740809977054596,-0.0723482295870781,0.05976356938481331,-0.10114676505327225,-0.1306314617395401,-0.28716978430747986,0.10365823656320572,-0.19934484362602234,0.10667023062705994,-0.09579576551914215,0.43933796882629395,0.19124868512153625,0.23354947566986084,-0.041995372623205185,-0.0010966422269120812,-0.1845424324274063,-0.023660290986299515,-0.09035313129425049,-0.08130800724029541,-0.06549354642629623,-0.09516368061304092,0.01666036807000637,-0.1029151976108551,-0.39380356669425964,0.28564193844795227,-0.08686352521181107,-0.3154454529285431,-0.15278571844100952,0.0744360089302063,-0.052453942596912384,-0.19770044088363647,0.07832923531532288
fertility,-0.1555132418870926,0.033110711723566055,-0.04106709733605385,0.043989527970552444,0.0713224709033966,0.13917838037014008,-0.04646051675081253,0.06903086602687836,-0.46840059757232666,-0.21491938829421997,-0.061020005494356155,-0.008440973237156868,0.0022504718508571386,-0.16490763425827026,0.1809224635362625,0.3152465522289276,0.03474563732743263,0.29105713963508606,-0.18140119314193726,0.19424840807914734,0.2892477214336395,-0.13291501998901367,-0.1875184178352356,0.27837780117988586,-0.022045617923140526,-0.24590444564819336,0.08685115724802017,0.053785908967256546,0.015985246747732162,-0.07019685208797455,-0.0942738950252533,0.23454035818576813
hepatitis,-0.1330222338438034,-0.1515878289937973,0.2052396982908249,0.13163748383522034,0.14020377397537231,0.36410805583000183,-0.23453779518604279,-0.10753236711025238,-0.32161739468574524,-0.23363687098026276,-0.16150294244289398,-0.01659136265516281,0.1873193085193634,-0.2860841751098633,0.06636735051870346,0.21856757998466492,-0.1027708500623703,0.2750060260295868,0.0609612911939621,-0.039117489010095596,0.1863832324743271,0.005217220168560743,-0.038363199681043625,0.18451693654060364,-0.013400640338659286,-0.23372183740139008,0.22656407952308655,0.0061794486828148365,-0.05355082079768181,-0.10543174296617508,0.05071735382080078,0.2076740860939026
molec-biol-splice,0.06785421073436737,-0.33321964740753174,0.21155740320682526,0.10776890814304352,-0.20799799263477325,0.16217538714408875,0.05396787077188492,-0.2411421686410904,0.06408894062042236,-0.2694389224052429,0.026375984773039818,-0.16874508559703827,0.19525979459285736,0.06997492164373398,0.18922755122184753,-0.11970186233520508,-0.29306942224502563,-0.021210892125964165,0.23478564620018005,-0.28700706362724304,0.008541889488697052,0.04921269416809082,0.13993914425373077,-0.051863353699445724,-0.0872868075966835,0.04915805160999298,0.17675989866256714,-0.07108153402805328,0.17947550117969513,-0.28224265575408936,0.2783138155937195,0.1185845360159874
monks-1,-0.15239578485488892,0.07495594024658203,-0.231070876121521,-0.13512402772903442,-0.22020016610622406,-0.28996995091438293,0.13065367937088013,0.05359867960214615,-0.182287335395813,-0.028568480163812637,0.10029693692922592,0.21027645468711853,-0.09567200392484665,-0.06511009484529495,0.11889144033193588,0.37315690517425537,0.19785714149475098,0.24988386034965515,-0.3144291639328003,0.22028478980064392,0.2935633361339569,-0.19052961468696594,-0.1263953000307083,-0.017852073535323143,-0.03217579051852226,-0.0987219363451004,-0.21970169246196747,-0.014525347389280796,0.17012158036231995,-0.03241206705570221,-0.12087477743625641,0.016647089272737503
