Dataset,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
balance-scale,-0.04701815918087959,-0.0777851939201355,-0.040198568254709244,0.008132724091410637,-0.32156792283058167,-0.19062799215316772,0.16328182816505432,0.11154792457818985,-0.21878354251384735,0.27709367871284485,-0.13908526301383972,-0.035574499517679214,0.2442881464958191,0.06988201290369034,0.32850804924964905,-0.29469844698905945,-0.16844065487384796,0.1138174757361412,0.3205409348011017,-0.11598628014326096,0.0677819475531578,0.09455713629722595,0.17192041873931885,0.20755955576896667,-0.066238172352314,0.2972971796989441,0.07673134654760361,-0.1838570237159729,-0.003950517158955336,-0.09446204453706741,-0.10820425301790237,0.09907251596450806
breast-cancer,-0.07118833065032959,-0.3582555055618286,0.0659710243344307,-0.03958842530846596,-0.43205466866493225,-0.14334575831890106,0.1545279622077942,0.029682401567697525,-0.015144811011850834,0.16926328837871552,0.1685633808374405,0.19299471378326416,0.12971386313438416,0.22707884013652802,0.23564139008522034,-0.08545385301113129,-0.18972650170326233,0.03391535207629204,0.15622225403785706,-0.33579686284065247,0.0933050885796547,0.21749983727931976,0.14757604897022247,0.03864581510424614,-0.06356554478406906,0.24534671008586884,0.11414289474487305,0.07328326255083084,-0.0898747518658638,0.11917844414710999,-0.20958514511585236,-0.02213478274643421
cardiotocography-10clases,0.40129804611206055,0.09594201296567917,-0.02391716092824936,0.005639673210680485,0.3818758428096771,0.06278437376022339,-0.08098937571048737,-0.14678452908992767,0.025755619630217552,0.01249787863343954,-0.1483919620513916,0.03003736585378647,-0.0362699031829834,-0.22097603976726532,-0.09723423421382904,0.022982578724622726,0.22632244229316711,0.016736777499318123,-0.13734576106071472,0.39215704798698425,0.20677927136421204,-0.016262615099549294,-0.08100762218236923,-0.22994962334632874,-0.3412576913833618,-0.0017775553278625011,0.2288990467786789,0.07146903872489929,0.03943265601992607,-0.017505235970020294,0.15428094565868378,0.20288872718811035
cardiotocography-3clases,0.19201739132404327,-0.1267843395471573,0.058106355369091034,-0.17661140859127045,-0.1854962259531021,-0.08642394095659256,-0.10600483417510986,0.041804239153862,0.026951828971505165,0.06341985613107681,0.20628990232944489,0.1141466498374939,0.03363286703824997,0.014033612795174122,0.23909327387809753,-0.04196995124220848,-0.1845165491104126,-0.08957115560770035,0.018373943865299225,-0.37591874599456787,0.07444067299365997,0.20024029910564423,-0.24661965668201447,-0.2938084900379181,-0.11856243759393692,0.2668294906616211,0.14500047266483307,0.1663118302822113,-0.2983223795890808,0.3055766224861145,-0.19704669713974,0.07342521101236343
contrac,-0.1021382212638855,-0.10856770724058151,-0.04347199574112892,0.035924043506383896,-0.33794963359832764,-0.19609346985816956,0.19162386655807495,0.1028517484664917,-0.21817919611930847,0.2626802921295166,-0.14782021939754486,-0.02096756175160408,0.23169396817684174,0.0954519733786583,0.28668779134750366,-0.26562872529029846,-0.16751450300216675,0.11328597366809845,0.3099413514137268,-0.10550133883953094,0.047894008457660675,0.07526396960020065,0.21603061258792877,0.26659610867500305,-0.04498425871133804,0.26772814989089966,0.05582365021109581,-0.19127723574638367,0.02526160329580307,-0.12565180659294128,-0.09771150350570679,0.08387470990419388
echocardiogram,-0.16913864016532898,-0.3004651665687561,0.02768760733306408,0.05742286145687103,-0.4386446177959442,-0.1742531955242157,0.23319502174854279,0.0531214214861393,-0.11034747213125229,0.21221451461315155,0.017465347424149513,0.11383315920829773,0.17538121342658997,0.219835564494133,0.21467582881450653,-0.15125778317451477,-0.1755048632621765,0.08383285254240036,0.22832059860229492,-0.22929397225379944,0.06367991864681244,0.1256234347820282,0.27420929074287415,0.22931459546089172,-0.009561276063323021,0.2312876284122467,0.07202210277318954,-0.06179618090391159,0.02124641276896,-0.04064106568694115,-0.15374842286109924,0.008189430460333824
energy-y2,-0.16563236713409424,-0.1443164199590683,-0.055130768567323685,0.0566842183470726,-0.34854307770729065,-0.20414875447750092,0.21539461612701416,0.09288998693227768,-0.21435077488422394,0.23662683367729187,-0.1581263244152069,0.00039468659088015556,0.20892980694770813,0.12034030258655548,0.23024225234985352,-0.2176503837108612,-0.16914276778697968,0.10628791898488998,0.29068270325660706,-0.0890360176563263,0.014838805422186852,0.05420016497373581,0.2530061900615692,0.33691349625587463,-0.029619382694363594,0.22396214306354523,0.023503504693508148,-0.19621431827545166,0.04969684034585953,-0.16069188714027405,-0.08085837960243225,0.06257115304470062
haberman-survival,-0.01910417340695858,-0.008744187653064728,0.1393243670463562,0.0785919576883316,0.05374063551425934,-0.03234034404158592,-0.3906312882900238,0.1640665978193283,0.1764855533838272,0.005576144903898239,0.14539308845996857,-0.028674758970737457,-0.2057614028453827,-0.18451301753520966,-0.22679319977760315,0.23039276897907257,-0.2573574483394623,-0.16578075289726257,-0.19707010686397552,-0.18155106902122498,-0.14700889587402344,-0.08194976300001144,-0.3304448425769806,0.013097484596073627,-0.09675762802362442,-0.16193829476833344,-0.1429917961359024,0.2764267027378082,-0.29863429069519043,0.12463277578353882,-0.09579670429229736,0.08333177119493484
heart-cleveland,0.4446357190608978,0.1628534197807312,0.04008461534976959,-0.021487804129719734,0.26507383584976196,0.07055241614580154,-0.032766953110694885,-0.1417429894208908,-0.02486100047826767,0.07359908521175385,-0.08406981080770493,-0.028936242684721947,0.0594044029712677,-0.17849987745285034,0.12830576300621033,-0.16863881051540375,0.1953824758529663,0.026520149782299995,-0.051191218197345734,0.18589326739311218,0.28725525736808777,0.04780273139476776,-0.07394342869520187,-0.414129376411438,-0.1934867948293686,0.19945693016052246,0.322731614112854,0.03461087495088577,0.03279351070523262,0.11947816610336304,0.024253858253359795,0.21617566049098969
heart-switzerland,0.4365833103656769,0.1340264528989792,0.026362324133515358,-0.025908062234520912,0.3046901524066925,0.09858924150466919,0.008124355226755142,-0.18091098964214325,0.0035658099222928286,0.03854205459356308,-0.08648737519979477,0.009944716468453407,0.04466303065419197,-0.15259985625743866,0.07598145306110382,-0.13261783123016357,0.2614080607891083,0.030571598559617996,-0.07373660802841187,0.24210277199745178,0.29096782207489014,0.03570300713181496,-0.03678985312581062,-0.4090079069137573,-0.1950620859861374,0.15135708451271057,0.3087407648563385,0.029461722820997238,0.07693205028772354,0.09435685724020004,0.06751633435487747,0.18047411739826202
