Dataset,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
balance-scale,0.1932421326637268,0.1667517125606537,-0.15841327607631683,-0.06553056836128235,-0.03731418773531914,-0.18259768187999725,0.009609955362975597,0.2214081734418869,-0.2717647850513458,0.16615508496761322,-0.2763316035270691,-0.19645239412784576,0.17778125405311584,-0.1738033890724182,0.34287041425704956,-0.26834946870803833,-0.04654175415635109,0.061204541474580765,0.34919390082359314,-0.045293714851140976,0.02714666537940502,-0.014578036032617092,-0.09735005348920822,-0.03313381224870682,-0.11307608336210251,0.30139613151550293,0.1226254552602768,-0.19465184211730957,-0.10541339963674545,-0.06486772000789642,0.040400855243206024,0.19719021022319794
breast-cancer,-0.05617118626832962,-0.4628342092037201,-0.009106291458010674,-0.03010421246290207,-0.4103316068649292,-0.14198943972587585,0.2531008720397949,-0.009299893863499165,-0.0034249385353177786,0.05527039244771004,0.1857960969209671,0.2630015015602112,0.02201039530336857,0.27148211002349854,0.14372305572032928,0.06738509237766266,-0.07665979117155075,0.015405063517391682,0.12779128551483154,-0.2976190149784088,0.08335264772176743,0.20171844959259033,0.1982327103614807,-0.011898561380803585,-0.040464673191308975,0.17111827433109283,0.19523200392723083,0.12074519693851471,-0.05029673129320145,0.11593512445688248,-0.13246998190879822,-0.08711840212345123
cardiotocography-10clases,0.18077464401721954,-0.1821790486574173,0.023410916328430176,-0.001568657229654491,0.265703022480011,0.08672565221786499,0.18148867785930634,-0.2533590793609619,0.14163073897361755,0.056571606546640396,-0.078509122133255,0.25673437118530273,0.02625875361263752,-0.009554616175591946,-0.24695594608783722,0.040458474308252335,0.2986604571342468,0.07212875783443451,-0.057834237813949585,0.46634384989738464,0.19774161279201508,0.015424011275172234,0.18848443031311035,0.00538824126124382,-0.2795163094997406,-0.1959662288427353,0.09000334143638611,0.03285695239901543,0.15490420162677765,-0.13568662106990814,0.20311427116394043,0.010035427287220955
cardiotocography-3clases,0.3243458867073059,0.19688227772712708,-0.021924521774053574,-0.03520125523209572,0.029592107981443405,-0.016334258019924164,-0.0512099415063858,0.1764007955789566,-0.14279384911060333,-0.01297950092703104,-0.003298465395346284,-0.20493046939373016,0.05532987043261528,-0.10450895875692368,0.3060172200202942,-0.18173688650131226,0.11065477877855301,0.011784017086029053,0.1644647866487503,-0.25690072774887085,0.11067812889814377,-0.049244653433561325,-0.19729775190353394,-0.4632137715816498,0.11146188527345657,0.3258923292160034,0.2529272139072418,0.020735837519168854,-0.10132177919149399,0.16446489095687866,0.02910687029361725,0.14635248482227325
contrac,-0.01756928116083145,-0.04244973137974739,-0.17757053673267365,0.046633895486593246,-0.22533752024173737,-0.2532244622707367,0.18249167501926422,0.22442296147346497,-0.2966063916683197,0.17125262320041656,-0.27899861335754395,-0.11430675536394119,0.1601700633764267,-0.016212522983551025,0.24384935200214386,-0.17483730614185333,-0.06061471253633499,0.10899519175291061,0.3949170708656311,-0.04511123150587082,-0.024556636810302734,-0.04993708059191704,0.1425618827342987,0.2469433844089508,-0.056660138070583344,0.22910833358764648,0.07686582207679749,-0.21619868278503418,0.006702726241201162,-0.22830122709274292,0.0692748948931694,0.13487401604652405
echocardiogram,-0.1601058393716812,-0.28644639253616333,-0.12540371716022491,-0.02214640937745571,-0.3763037919998169,-0.23151035606861115,0.25292789936065674,0.06867168098688126,-0.16772887110710144,0.16868121922016144,-0.09265077859163284,0.11063112318515778,0.13962441682815552,0.18445603549480438,0.17628338932991028,-0.05579756572842598,-0.11760555952787399,0.12973739206790924,0.28542956709861755,-0.027704570442438126,-0.013046949170529842,0.12459298968315125,0.2891443073749542,0.3724440634250641,-0.12857256829738617,0.12294108420610428,0.015905633568763733,-0.12471521645784378,0.05248767510056496,-0.21072253584861755,-0.02502431534230709,-0.03065546229481697
energy-y2,0.004459243733435869,0.09343314915895462,-0.24726200103759766,-0.09436853975057602,-0.11743494868278503,-0.2692098915576935,0.05650230497121811,0.20693165063858032,-0.3257516622543335,0.12065980583429337,-0.33273962140083313,-0.1480780690908432,0.14639148116111755,-0.0999261885881424,0.2597365379333496,-0.15295623242855072,-0.11236298829317093,0.07360749691724777,0.33680078387260437,0.031604062765836716,-0.10287085175514221,-0.017709726467728615,-0.00785728357732296,0.25370651483535767,-0.1380375176668167,0.20595823228359222,-0.009497086517512798,-0.25365203619003296,-0.059785395860672,-0.22324074804782867,0.08295783400535583,0.13907194137573242
haberman-survival,-0.017583413049578667,-0.2613479793071747,0.1492948830127716,0.13923630118370056,-0.1564626395702362,-0.07787035405635834,-0.1426985263824463,0.041483230888843536,0.13868847489356995,0.02979935146868229,0.2051582634449005,0.1650112122297287,-0.16002157330513,-0.02672344446182251,-0.1493249237537384,0.16279760003089905,-0.2649633288383484,-0.21038329601287842,-0.19445478916168213,-0.37392595410346985,-0.01367114670574665,0.019625360146164894,-0.21098735928535461,-0.09402097016572952,-0.05540046840906143,0.04829603061079979,0.08250948786735535,0.259209007024765,-0.3222799003124237,0.29845187067985535,-0.2012338936328888,0.1168837621808052
heart-cleveland,0.33340778946876526,0.04979316517710686,0.06856340169906616,0.1284966915845871,0.29060348868370056,0.14611633121967316,0.16667453944683075,-0.08754033595323563,0.03130567818880081,-0.012513902969658375,-0.12127665430307388,-0.003757835365831852,0.0697212889790535,-0.05526440218091011,0.008314033970236778,-0.141233891248703,0.43792852759361267,0.04357186332345009,0.04140487685799599,0.15649212896823883,0.2784726321697235,-0.15517657995224,0.11598681658506393,-0.38762304186820984,0.01776808500289917,0.14115241169929504,0.27112749218940735,0.0018652072176337242,0.21448910236358643,0.004904601257294416,0.19999702274799347,0.12294797599315643
heart-switzerland,0.12321610748767853,-0.12917448580265045,0.010744075290858746,0.067512646317482,0.24723303318023682,0.1326959878206253,0.335044801235199,-0.1968710720539093,0.07959700375795364,-0.04323669150471687,-0.1483580768108368,0.1743691861629486,0.07203550636768341,0.07954061031341553,-0.135991632938385,-0.04530645161867142,0.4596916437149048,0.04802118241786957,0.03863929584622383,0.28923705220222473,0.19456711411476135,-0.13005727529525757,0.2842012941837311,-0.11400926858186722,-0.006756567396223545,-0.02746656909584999,0.11191202700138092,-0.07700223475694656,0.3023940920829773,-0.12653914093971252,0.25759848952293396,-0.02554294839501381
horse-colic,-0.03569997847080231,-0.06656935811042786,0.04413411393761635,0.15964701771736145,-0.012115106917917728,-0.1112683042883873,-0.25455477833747864,0.20393267273902893,0.05075079947710037,-0.06376073509454727,0.05014389008283615,-0.0075667137280106544,-0.21194133162498474,-0.16033606231212616,-0.23880566656589508,0.21379323303699493,-0.23219400644302368,-0.23284229636192322,-0.16335360705852509,-0.3225632905960083,-0.1785738170146942,-0.1889009028673172,-0.36833152174949646,0.005501689855009317,0.0012011351063847542,-0.0255116019397974,-0.06439831107854843,0.17128917574882507,-0.3664616644382477,0.1460985392332077,-0.02238604985177517,0.18154482543468475
ilpd-indian-liver,-0.22270876169204712,-0.09152447432279587,-0.16797268390655518,-0.13505469262599945,-0.2850281894207001,-0.2182048112154007,0.15691472589969635,-0.01368932519108057,-0.21924272179603577,0.11384078860282898,-0.1496400684118271,0.04418594390153885,0.14434154331684113,0.15276718139648438,0.18248702585697174,-0.0646258145570755,-0.16027043759822845,0.13756796717643738,0.18777254223823547,0.11176618188619614,-0.09503569453954697,0.15084116160869598,0.24241425096988678,0.46689683198928833,-0.13324479758739471,0.0749955102801323,-0.11682877689599991,-0.2127443104982376,0.10236940532922745,-0.2785205841064453,-0.0239101629704237,-0.05538193881511688
led-display,0.31026357412338257,-0.06655054539442062,0.048804789781570435,-0.024208160117268562,0.31624090671539307,0.0825347751379013,0.01706147938966751,-0.23617514967918396,0.12605786323547363,0.07080620527267456,-0.022154271602630615,0.17833435535430908,-0.012655728496611118,-0.10941609740257263,-0.22766578197479248,0.04402192682027817,0.23762668669223785,0.08399944752454758,-0.1278042495250702,0.48004820942878723,0.2220732569694519,0.05410470813512802,0.04567497596144676,-0.10129009932279587,-0.3433443009853363,-0.19280993938446045,0.14939284324645996,0.11863429099321365,0.06171274185180664,-0.08210055530071259,0.17079538106918335,0.09101716428995132
lung-cancer,-0.1307094544172287,-0.024068577215075493,-0.2224504053592682,-0.04053044691681862,-0.23645783960819244,-0.27167242765426636,0.15667958557605743,0.1572558581829071,-0.31192025542259216,0.10405494272708893,-0.2708017826080322,-0.08487764000892639,0.13078628480434418,0.036971285939216614,0.20273567736148834,-0.09479594230651855,-0.1076517328619957,0.11184164136648178,0.3116031289100647,0.026105904951691628,-0.11383912712335587,-0.008260468021035194,0.1568640023469925,0.38463640213012695,-0.0698685571551323,0.15544037520885468,-0.037847403436899185,-0.24191737174987793,0.041397713124752045,-0.2951197028160095,0.07294803112745285,0.06639435142278671
monks-2,-0.09426186233758926,-0.32804545760154724,0.28362753987312317,0.150360569357872,-0.19537965953350067,0.040845099836587906,-0.03694296255707741,-0.1087045893073082,0.273637980222702,0.2859515845775604,0.2467559278011322,0.2296607792377472,0.010995320044457912,0.06186963990330696,-0.06467338651418686,-0.025743111968040466,-0.2414175570011139,-0.018667399883270264,-0.10532443225383759,-0.07100420445203781,0.17069433629512787,0.23477771878242493,0.15297150611877441,0.06183423846960068,-0.19509150087833405,-0.07051600515842438,0.0540582649409771,0.2237195074558258,-0.07379082590341568,0.21532300114631653,-0.33512458205223083,-0.04452119395136833
