Dataset,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
balance-scale,-0.02969631738960743,0.03490614891052246,-0.19004836678504944,0.05820535495877266,-0.15891651809215546,-0.2281290888786316,0.10910254716873169,0.2662101089954376,-0.3005887269973755,0.1441931128501892,-0.33995044231414795,-0.16300936043262482,0.15363280475139618,-0.08266795426607132,0.2154541313648224,-0.18099156022071838,-0.09824394434690475,0.07701434940099716,0.37708762288093567,-0.031616535037755966,-0.06779900938272476,-0.10081256181001663,0.06474442780017853,0.2721266448497772,-0.045776769518852234,0.20486272871494293,0.017094116657972336,-0.24060848355293274,-0.025125818327069283,-0.22511669993400574,0.07320286333560944,0.1572483628988266
breast-cancer,-0.1493901014328003,-0.43364304304122925,-0.02854079380631447,0.054524071514606476,-0.41192206740379333,-0.15027976036071777,0.27259722352027893,0.04741314798593521,-0.03673605993390083,0.1890132576227188,0.017838627099990845,0.21271222829818726,0.11373212933540344,0.2223939597606659,0.11018496006727219,-0.03047814965248108,-0.12763942778110504,0.09434068948030472,0.24200916290283203,-0.10576034337282181,0.06308267265558243,0.15051239728927612,0.31047385931015015,0.30418431758880615,-0.11874692142009735,0.0876050516963005,0.0668962150812149,-0.01580655947327614,0.018904343247413635,-0.09047409147024155,-0.09951179474592209,-0.058964598923921585
cardiotocography-10clases,0.32325878739356995,-0.05816175788640976,0.019090546295046806,-0.00015320508100558072,0.298633337020874,0.07988820970058441,0.0062660351395606995,-0.08118046075105667,0.09683191776275635,0.10805602371692657,-0.05487913638353348,0.1233358308672905,0.03575335070490837,-0.1065915897488594,-0.220137819647789,0.0019167558057233691,0.2514649033546448,0.18318304419517517,0.018132297322154045,0.496839702129364,0.19167828559875488,-0.018261704593896866,0.028905153274536133,-0.013815426267683506,-0.3473520576953888,-0.23877975344657898,0.05930297449231148,0.10188635438680649,0.030193302780389786,-0.2042091190814972,0.2606227695941925,0.0707746222615242
cardiotocography-3clases,0.23910672962665558,0.1734498143196106,-0.019894704222679138,-0.016820766031742096,-0.0590820275247097,-0.026462700217962265,-0.01673288643360138,0.17578884959220886,-0.18085789680480957,0.04173384979367256,-0.06555254012346268,-0.1894429475069046,0.1295604258775711,-0.07550817728042603,0.37417900562286377,-0.267613023519516,-0.004289431031793356,0.011283811181783676,0.20832882821559906,-0.29065847396850586,0.1123041883111,-0.01038180012255907,-0.14097736775875092,-0.35736289620399475,0.11734627932310104,0.38500988483428955,0.22556300461292267,-0.04858991876244545,-0.09138451516628265,0.17702306807041168,-0.07145044207572937,0.13990336656570435
contrac,-0.21199089288711548,-0.07865764945745468,-0.1769629567861557,-0.012615690007805824,-0.23372982442378998,-0.22647720575332642,0.15984958410263062,0.0804591253399849,-0.2275197058916092,0.14732252061367035,-0.2740195691585541,-0.01700885407626629,0.1398182064294815,0.036462366580963135,0.13363733887672424,-0.08864594250917435,-0.16597740352153778,0.07698239386081696,0.2568871080875397,0.10136114060878754,-0.1040773019194603,0.037251297384500504,0.2144516259431839,0.48984044790267944,-0.12108837813138962,0.08020997792482376,-0.08834902942180634,-0.2532975971698761,0.06735499203205109,-0.2780632972717285,-0.0005571265937760472,0.03463389351963997
echocardiogram,-0.21258114278316498,-0.204330712556839,-0.0742698386311531,0.03719994053244591,-0.28493961691856384,-0.15820543467998505,0.23545478284358978,-0.016253450885415077,-0.1095767542719841,0.22291401028633118,-0.16115549206733704,0.08097753673791885,0.16770419478416443,0.11607397347688675,0.1137421652674675,-0.1078944131731987,-0.12306088209152222,0.10571672022342682,0.23222634196281433,0.1257510632276535,0.005495813209563494,0.11634077876806259,0.34739169478416443,0.4579075574874878,-0.14617429673671722,0.05046428367495537,-0.034522995352745056,-0.19843623042106628,0.13729789853096008,-0.23605044186115265,-0.06554947793483734,-0.02225995808839798
energy-y2,-0.13963763415813446,0.031369347125291824,-0.2250172346830368,-0.002244798466563225,-0.1767827868461609,-0.2516617178916931,0.10079668462276459,0.19995829463005066,-0.311084121465683,0.09059391915798187,-0.33866241574287415,-0.12618069350719452,0.1181659922003746,-0.04153768718242645,0.165737584233284,-0.10477469861507416,-0.15043097734451294,0.0605330616235733,0.3010217547416687,0.020945629104971886,-0.1443481594324112,-0.06645958125591278,0.08640369027853012,0.40018337965011597,-0.053074758499860764,0.14115487039089203,-0.06891277432441711,-0.2614573836326599,-9.158898319583386e-05,-0.2695181369781494,0.06397987902164459,0.10781799256801605
haberman-survival,-0.016132300719618797,-0.19272056221961975,0.14529092609882355,0.12409739196300507,-0.06550180166959763,0.05010419338941574,-0.19357803463935852,0.092228963971138,0.1945342719554901,-0.11213747411966324,0.2691863477230072,0.11425641179084778,-0.20700345933437347,0.01576327718794346,-0.19743695855140686,0.23053380846977234,-0.15528646111488342,-0.18184801936149597,-0.2357064187526703,-0.3617464303970337,-0.047612883150577545,-0.04826507717370987,-0.24474114179611206,-0.1704210489988327,0.06284622848033905,-0.04791071638464928,0.004598111379891634,0.30835455656051636,-0.26512837409973145,0.2818838655948639,-0.11756759136915207,0.009381936863064766
heart-cleveland,0.4347231686115265,0.16487333178520203,0.10380223393440247,0.10066184401512146,0.23097550868988037,0.12332550436258316,-0.031696904450654984,0.021094409748911858,-0.013252725824713707,0.13947592675685883,-0.09703332185745239,-0.10758331418037415,0.14807413518428802,-0.16273173689842224,0.14674946665763855,-0.2782709300518036,0.21973851323127747,0.11461375653743744,0.1028473973274231,0.1343114823102951,0.3099755346775055,-0.05109536275267601,-0.03659358620643616,-0.3823423981666565,-0.1073867455124855,0.18568629026412964,0.26936325430870056,0.03452502191066742,0.05048647150397301,0.05259076878428459,0.06523679196834564,0.19831934571266174
heart-switzerland,0.35755783319473267,0.008389209397137165,0.09014317393302917,0.0778152346611023,0.3139518201351166,0.1834263652563095,0.10704633593559265,-0.09765363484621048,0.08861880004405975,0.07884617894887924,-0.06988678872585297,0.06705355644226074,0.11198533326387405,-0.04708228260278702,-0.10044991225004196,-0.14418970048427582,0.3843582570552826,0.18499474227428436,0.055358920246362686,0.37818410992622375,0.29298844933509827,-0.08449526876211166,0.11493014544248581,-0.2140558809041977,-0.15026207268238068,-0.07400962710380554,0.14626993238925934,0.052353937178850174,0.1661226898431778,-0.12420310080051422,0.23721016943454742,0.06379522383213043
